 * Serving Flask app 'app'
 * Debug mode: on
[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
[33mPress CTRL+C to quit[0m
 * Restarting with stat
 * Debugger is active!
 * Debugger PIN: 324-736-023
127.0.0.1 - - [20/May/2026 10:53:52] "[31m[1mGET /api/admin/health HTTP/1.1[0m" 401 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/payment-history HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/payment-history HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:18] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/payment-history HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/payment-history HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/payment-history HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:19] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:00:20] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/payment-history HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:20] "GET /api/payment-history HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/payment-history HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:00:21] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:00:21] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/payment-history HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:21] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:00:22] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:00:22] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:00:22] "GET /api/payment-history HTTP/1.1" 200 -
